"","Is_Resigning","Age","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Employee.Source","cluster"
"62",2,37,4,1,6,4,3,1,1,3,2,9,4,4,5993,5,3,11,3,1,8,0,1,6,4,0,5,9,1
"63",2,41,4,4,1,2,2,2,1,3,2,9,4,4,5993,8,3,11,3,1,8,0,1,6,4,0,5,9,1
"64",1,30,4,1,9,3,1,1,1,3,1,8,3,2,2909,1,3,11,3,3,8,3,3,8,7,3,0,10,3
"65",1,30,4,1,9,3,4,1,1,3,1,8,3,2,2909,3,3,11,3,3,8,3,3,8,7,3,0,2,3
"66",1,33,3,3,3,4,2,4,1,3,1,8,3,2,2909,1,3,11,3,3,8,3,3,8,7,3,0,10,3
"67",1,33,3,3,3,4,2,4,1,3,1,8,3,2,2909,2,3,11,3,3,8,3,3,8,7,3,0,10,3
"68",1,33,3,3,3,4,2,4,1,3,1,8,3,2,2909,1,3,11,3,3,8,3,3,8,7,3,0,10,3
"69",1,33,3,3,3,4,2,2,2,3,1,8,1,2,2194,4,1,13,3,4,5,2,2,3,2,1,2,2,3
"70",1,33,3,3,3,4,2,1,1,3,1,10,2,4,3202,1,3,16,4,2,6,4,3,5,3,1,4,2,3
"71",1,30,4,1,9,3,1,1,1,3,1,8,3,2,2909,1,3,11,3,3,8,3,3,8,7,3,0,10,3
"72",1,33,3,3,3,4,2,4,1,3,1,8,3,2,2909,2,3,11,3,3,8,3,3,8,7,3,0,10,3
"73",1,30,4,1,9,3,4,1,1,3,1,8,3,2,2909,3,3,11,4,3,8,3,3,8,7,3,0,10,3
"74",1,30,4,1,9,3,1,1,1,3,1,8,3,2,2909,1,3,11,3,3,8,3,3,8,7,3,0,10,3
"75",1,30,4,1,9,3,4,1,1,3,1,8,3,2,2909,3,3,11,3,3,8,3,3,8,7,3,0,2,3
"76",1,33,3,3,3,4,2,4,1,3,1,8,3,2,2909,1,3,11,3,3,8,3,3,8,7,3,0,10,3
"77",1,33,3,3,3,4,2,4,1,3,1,8,3,2,2909,2,3,11,3,3,8,3,3,8,7,3,0,10,3
"78",1,27,4,3,2,1,4,1,2,3,1,3,2,2,3468,9,1,12,3,4,6,3,3,2,2,2,2,10,3
"79",1,31,4,1,2,3,1,1,2,3,1,3,2,2,3468,9,1,12,3,4,6,3,3,2,2,2,2,10,3
"80",1,27,4,3,2,1,2,1,2,3,1,3,2,2,3468,1,1,12,4,4,6,3,3,2,2,2,2,10,3
"81",1,31,4,1,2,3,2,1,2,3,1,3,2,2,3468,1,1,12,3,4,6,3,3,2,2,2,2,10,3
"82",1,27,4,3,2,1,4,1,2,3,1,3,2,2,3468,9,1,12,3,4,6,3,3,2,2,2,2,4,3
"83",1,27,4,3,2,1,2,1,2,3,1,3,2,2,3468,1,1,12,3,4,6,3,3,2,2,2,2,10,3
"84",1,31,4,1,2,3,1,1,2,3,1,3,2,2,3468,9,1,12,3,4,6,3,3,2,2,2,2,10,3
"85",1,31,4,1,2,3,2,1,2,3,1,3,2,2,3468,1,1,12,3,4,6,3,3,2,2,2,2,10,3
"86",1,27,4,3,2,1,4,1,2,3,1,3,2,2,3468,9,1,12,3,4,6,3,3,2,2,2,2,10,3
"87",1,27,4,3,2,1,4,4,2,2,1,8,3,2,3388,0,3,17,3,1,2,0,2,1,0,0,0,2,3
"88",1,58,4,4,10,4,4,1,2,3,1,3,2,2,3468,0,1,13,3,3,38,1,2,37,10,1,8,1,3
"89",1,26,4,3,16,4,4,1,2,3,1,3,2,2,3468,2,3,13,3,4,5,2,3,3,2,0,2,8,3
"90",1,27,4,3,2,1,4,4,1,1,1,10,3,1,2351,0,1,16,4,4,3,3,2,2,2,1,0,2,3
"91",1,25,4,4,13,1,4,1,2,3,1,3,2,2,3468,1,1,11,4,3,7,1,3,7,4,0,6,2,3
"92",1,31,4,1,2,3,1,1,2,3,1,3,2,2,3468,9,1,12,3,4,6,3,3,2,2,2,2,10,3
"93",2,18,4,3,3,3,2,1,2,3,1,3,2,2,3468,1,1,11,3,1,20,2,3,20,7,2,13,10,3
"94",1,31,4,4,8,2,2,1,2,3,1,3,2,2,3468,4,1,12,4,2,8,2,4,3,2,1,2,3,3
"95",1,27,4,3,2,1,2,1,2,3,1,3,2,2,3468,1,1,12,4,4,6,3,3,2,2,2,2,10,3
"96",1,31,4,1,2,3,2,1,2,3,1,3,2,2,3468,1,1,12,3,4,6,3,3,2,2,2,2,10,3
"97",1,27,4,3,2,1,4,1,2,3,1,3,2,2,3468,9,1,12,3,4,6,3,3,2,2,2,2,4,3
"98",1,27,4,3,2,1,2,1,2,3,1,3,2,2,3468,1,1,12,3,4,6,3,3,2,2,2,2,10,3
"99",1,31,4,1,2,3,1,1,2,3,1,3,2,2,3468,9,1,12,3,4,6,3,3,2,2,2,2,10,3
"100",1,31,4,1,2,3,2,1,2,3,1,3,2,2,3468,1,1,12,3,4,6,3,3,2,2,2,2,10,3
"101",1,32,3,3,2,2,2,4,2,3,1,3,4,4,3068,0,1,13,3,3,8,2,2,7,7,3,6,10,3
"102",2,34,3,1,23,3,1,1,2,3,1,3,4,4,3068,0,1,13,3,3,8,2,2,7,7,3,6,10,3
"103",1,32,3,3,2,2,2,4,2,3,1,3,4,4,3068,1,1,13,3,3,8,2,2,7,7,3,6,10,3
"104",2,34,3,1,23,3,5,1,2,3,1,3,4,4,3068,1,1,13,3,3,8,2,2,7,7,3,6,10,3
"105",1,32,3,3,2,2,2,4,2,3,1,3,4,4,3068,0,1,13,3,3,8,2,2,7,7,3,6,10,3
"106",1,32,3,3,2,2,2,4,2,3,1,3,4,4,3068,1,1,13,3,3,8,2,2,7,7,3,6,10,3
"107",2,34,3,1,23,3,1,1,2,3,1,3,4,4,3068,0,1,13,3,3,8,2,2,7,7,3,6,10,3
"108",2,34,3,1,23,3,5,1,2,3,1,3,4,4,3068,1,1,13,3,3,8,2,2,7,7,3,6,10,3
"109",1,32,3,3,2,2,2,4,2,3,1,3,4,4,3068,0,1,13,3,3,8,2,2,7,7,3,6,10,3
"110",1,32,3,3,2,2,2,1,1,2,2,9,3,4,5473,7,1,11,3,4,20,2,2,4,3,1,3,2,4
"111",1,44,1,3,23,3,4,4,2,3,1,3,4,4,3068,4,1,12,4,3,17,3,4,3,2,1,2,10,3
"112",1,28,4,3,8,2,2,4,2,3,1,3,4,4,3068,1,1,21,3,4,5,3,3,5,3,0,2,10,3
"113",1,32,3,3,2,2,2,4,2,3,1,3,4,2,1702,1,3,23,3,3,1,3,3,1,0,0,0,1,3
"114",2,24,3,3,7,3,2,4,2,3,1,3,4,4,3068,1,3,16,4,4,6,4,3,6,3,1,2,2,3
"115",2,34,3,1,23,3,1,1,2,3,1,3,4,4,3068,0,1,13,3,3,8,2,2,7,7,3,6,10,3
"116",1,36,3,3,18,4,2,4,2,3,1,3,4,4,3068,1,1,13,3,1,10,3,3,10,8,0,6,5,3
"117",2,39,1,3,2,3,2,4,2,3,1,3,4,4,3068,4,1,19,3,3,10,2,3,6,1,0,5,2,3
"118",1,32,3,3,2,2,2,4,2,3,1,3,4,4,3068,1,1,13,3,3,8,2,2,7,7,3,6,10,3
"119",2,34,3,1,23,3,5,1,2,3,1,3,4,4,3068,1,1,13,3,3,8,2,2,7,7,3,6,10,3
"120",1,32,3,3,2,2,2,4,2,3,1,3,4,4,3068,0,1,13,3,3,8,2,2,7,7,3,6,10,3
"121",1,32,3,3,2,2,2,3,2,3,1,3,4,4,3068,1,1,13,3,3,8,2,2,7,7,3,6,10,3
"122",2,34,3,1,23,3,1,1,2,3,1,3,4,4,3068,0,1,13,3,3,8,2,2,7,7,3,6,10,3
"123",2,34,3,1,23,3,5,1,2,3,1,3,4,4,3068,1,1,13,3,3,8,2,2,7,7,3,6,10,3
"124",1,59,4,3,3,3,4,3,1,4,1,3,1,2,2670,4,3,20,3,1,12,3,2,1,0,0,0,10,3
"125",1,41,4,1,10,4,1,1,1,4,1,3,1,2,2670,4,3,20,3,1,12,3,2,1,0,0,0,10,3
"126",1,59,4,3,3,3,2,3,1,4,1,3,1,2,2670,1,3,20,3,1,12,3,2,1,0,0,0,10,3
"127",1,41,4,1,10,4,4,1,1,4,1,3,1,2,2670,1,3,20,3,1,12,3,2,1,0,0,0,10,3
"128",1,41,4,1,10,4,1,1,1,4,1,3,1,2,2670,4,3,20,4,1,12,3,2,1,0,0,0,10,3
"129",1,41,4,1,10,4,4,1,1,4,1,3,1,2,2670,1,3,20,4,1,12,3,2,1,0,0,0,10,3
"130",1,59,4,3,3,3,4,3,1,4,1,3,1,2,2670,4,3,20,4,1,12,3,2,1,0,0,0,10,3
"131",1,59,4,3,3,3,2,3,1,4,1,5,3,2,6132,1,1,17,3,3,10,3,3,0,0,0,0,10,1
"132",1,59,4,3,3,3,4,3,1,4,1,3,1,2,2670,4,3,20,3,1,12,3,2,1,0,0,0,10,3
"133",1,59,4,3,3,3,4,3,2,3,1,8,2,2,2703,0,1,23,3,4,6,3,3,5,4,0,4,5,3
"134",2,37,4,1,6,4,1,3,1,4,1,3,1,2,2670,4,3,22,3,4,7,3,3,3,2,0,2,2,3
"135",1,49,3,3,10,4,2,3,1,4,1,3,1,2,2670,9,3,11,3,4,22,4,3,3,2,1,2,5,3
"136",1,59,4,3,3,3,4,3,1,3,5,4,3,2,18041,0,1,14,3,4,21,2,3,20,15,1,12,3,2
"137",2,30,3,4,12,4,2,3,1,4,1,3,1,2,2670,1,1,18,3,3,1,2,4,1,0,0,0,2,3
"138",1,41,4,1,10,4,1,1,1,4,1,3,1,2,2670,4,3,20,3,1,12,3,2,1,0,0,0,10,3
"139",1,41,4,4,2,4,2,3,1,4,1,3,1,2,2670,2,3,20,3,4,13,3,1,7,7,4,5,6,3
"140",2,31,3,3,1,5,2,3,1,4,1,3,1,2,2670,9,1,21,3,3,10,3,2,5,4,0,1,4,3
"141",1,59,4,3,3,3,2,3,1,4,1,3,1,2,2670,1,3,20,3,1,12,3,2,1,0,0,0,10,3
"142",1,41,4,1,10,4,4,1,1,4,1,3,1,2,2670,1,3,20,3,1,12,3,2,1,0,0,0,10,3
"143",1,41,4,1,10,4,1,1,1,4,1,3,1,2,2670,4,3,20,4,1,12,3,2,1,0,0,0,10,3
"144",1,41,4,1,10,4,4,1,1,4,1,3,1,2,2670,1,3,20,4,1,12,3,2,1,0,0,0,10,3
"145",1,59,4,3,3,3,4,3,1,4,1,3,1,2,2670,4,3,20,4,1,12,3,2,1,0,0,0,10,3
"146",1,59,4,3,3,3,2,3,1,3,1,5,3,2,6132,1,1,17,3,3,10,3,3,0,3,0,0,10,1
"147",1,30,4,3,24,1,2,4,2,3,1,3,3,1,2693,1,1,22,3,2,1,2,3,1,0,0,0,10,3
"148",1,41,4,1,1,3,1,1,2,3,1,3,3,1,2693,1,1,22,3,2,1,2,3,1,0,0,0,10,3
"149",1,41,4,1,1,3,2,1,2,3,1,3,3,1,2693,1,1,22,3,2,1,2,3,1,0,0,0,10,3
"150",1,30,4,3,24,1,5,4,2,3,1,3,3,1,2693,1,1,22,3,2,1,2,3,1,0,0,0,10,3
"151",1,30,4,3,24,1,2,4,2,3,1,3,3,1,2693,1,1,22,4,2,1,2,3,1,0,0,0,10,3
"152",1,30,4,3,24,1,5,4,2,3,1,3,3,1,2693,1,1,22,4,2,1,2,3,1,0,0,0,6,3
"153",1,41,4,1,1,3,1,1,2,3,1,3,3,1,2693,1,1,22,4,2,1,2,3,1,0,0,0,10,3
"154",1,41,4,1,1,3,2,1,2,3,1,3,3,1,2693,1,1,22,4,2,1,2,3,1,0,0,0,10,3
"155",1,30,4,3,24,1,2,4,2,3,1,3,3,1,2693,1,1,22,3,2,1,2,3,1,0,0,0,10,3
"156",1,30,4,3,24,1,2,3,2,3,1,8,2,4,2501,1,1,17,3,2,1,4,3,1,1,1,0,6,3
"157",1,32,4,3,1,1,2,4,2,3,1,3,3,1,2693,1,1,13,3,4,1,2,3,1,0,0,0,4,3
"158",1,36,4,3,3,3,6,4,2,3,1,3,3,1,2693,4,1,12,3,4,10,2,3,8,0,7,7,2,3
"159",1,30,4,3,24,1,2,1,1,3,1,8,4,1,2886,1,1,22,3,2,3,3,1,3,2,0,2,2,3
"160",1,34,4,3,1,2,2,4,2,3,1,3,3,1,2693,1,3,13,3,4,6,3,3,6,5,1,3,2,3
"161",1,41,4,1,1,3,1,1,2,3,1,3,3,1,2693,1,1,22,3,2,1,2,3,1,0,0,0,10,3
"162",1,36,1,3,24,4,2,4,2,3,1,3,3,1,2693,8,1,18,3,3,20,2,1,17,9,0,15,8,3
"163",2,31,3,3,2,3,2,4,2,3,1,3,3,1,2693,1,3,14,3,4,0,3,3,0,0,0,0,5,3
"164",1,41,4,1,1,3,2,1,2,3,1,3,3,1,2693,1,1,22,3,2,1,2,3,1,0,0,0,10,3
"165",1,30,4,3,24,1,5,4,2,3,1,3,3,1,2693,1,1,22,3,2,1,2,3,1,0,0,0,10,3
"166",1,30,4,3,24,1,2,4,2,3,1,3,3,1,2693,1,1,22,4,2,1,2,3,1,0,0,0,10,3
"167",1,30,4,3,24,1,5,4,2,3,1,3,3,1,2693,1,1,22,4,2,1,2,3,1,0,0,0,6,3
"168",1,41,4,1,1,3,1,1,2,3,1,3,3,1,2693,1,1,22,4,2,1,2,3,1,0,0,0,10,3
"169",1,41,4,1,1,3,2,1,2,3,1,3,3,1,2693,1,1,22,4,2,1,2,3,1,0,0,0,10,3
"170",1,38,3,3,23,3,2,4,2,2,3,5,3,4,9526,0,1,21,3,2,10,2,3,9,7,1,8,10,5
"171",1,39,4,1,3,3,1,1,2,2,3,5,3,4,9526,0,1,21,3,2,10,2,3,9,7,1,8,10,5
"172",1,39,4,1,3,3,2,1,2,2,3,5,3,4,9526,1,1,21,3,2,10,2,3,9,7,1,8,10,5
"173",1,38,3,3,23,3,5,4,2,2,3,5,3,4,9526,1,1,21,4,2,10,2,3,9,7,1,8,10,5
"174",1,38,3,3,23,3,2,4,2,2,3,5,3,4,9526,0,1,21,4,2,10,2,3,9,7,1,8,10,5
"175",1,38,3,3,23,3,5,4,2,2,3,5,3,4,9526,1,1,21,4,2,10,2,3,9,7,1,8,10,5
"176",1,39,4,1,3,3,1,1,2,2,3,5,3,4,9526,0,1,21,4,2,10,2,3,9,7,1,8,10,5
"177",1,39,4,1,3,3,2,1,2,2,3,5,3,4,9526,1,1,21,4,2,10,2,3,9,7,1,8,10,5
"178",1,38,3,3,23,3,2,4,2,2,3,5,3,4,9526,0,1,21,3,2,10,2,3,9,7,1,8,10,5
"179",1,38,3,3,23,3,2,2,2,3,2,8,2,2,6220,1,1,17,3,2,10,3,3,10,4,0,9,8,1
"180",2,20,3,3,6,3,2,4,2,2,3,5,3,4,9526,1,3,18,3,2,1,5,3,1,0,1,0,1,5
"181",1,31,3,4,5,3,3,4,2,2,3,5,3,4,9526,1,1,11,4,3,2,5,2,2,2,2,2,2,5
"182",1,38,3,3,23,3,2,3,2,3,1,3,4,2,2097,4,1,15,3,3,9,3,1,5,3,1,4,4,3
"183",2,31,4,4,13,4,4,4,2,2,3,5,3,4,9526,2,1,17,3,3,9,2,1,3,1,1,2,10,5
"184",1,39,4,1,3,3,1,1,2,2,3,5,3,4,9526,0,1,21,3,2,10,2,3,9,7,1,8,10,5
"185",1,32,4,4,7,3,2,4,2,2,3,5,3,4,9526,1,1,14,3,4,9,2,3,9,8,3,7,2,5
"186",1,44,1,3,5,3,2,4,2,2,3,5,3,4,9526,3,1,15,3,3,20,2,3,1,0,0,1,6,5
"187",1,39,4,1,3,3,2,1,2,2,3,5,3,4,9526,1,1,21,3,2,10,2,3,9,7,1,8,10,5
"188",1,38,3,3,23,3,5,4,2,2,3,5,3,4,9526,1,1,21,4,2,10,2,3,9,7,1,8,10,5
"189",1,38,3,3,23,3,2,4,2,2,2,2,4,4,3886,0,1,21,4,2,10,2,3,9,7,1,8,10,4
"190",1,38,3,3,23,3,5,4,2,2,3,5,3,4,9526,1,1,21,4,2,10,2,3,9,7,1,8,10,5
"191",1,39,4,1,3,3,1,1,2,2,3,5,3,4,9526,0,1,21,4,2,10,2,3,9,7,1,8,10,5
"192",1,39,4,1,3,3,2,1,2,2,3,5,3,4,9526,1,1,21,4,2,10,2,3,9,7,1,8,10,5
"193",2,39,4,4,3,3,2,1,2,2,3,5,3,4,9526,4,3,18,3,1,12,3,2,1,0,0,0,6,5
"194",1,40,4,3,3,3,2,1,2,2,3,5,3,4,9526,8,1,14,3,2,5,4,3,1,0,0,0,6,5
"195",1,41,4,3,3,3,2,1,2,2,3,5,3,4,9526,2,1,14,3,3,7,2,4,1,0,0,0,4,5
"196",1,44,3,1,3,3,2,1,2,2,3,5,3,4,9526,0,3,11,3,3,14,3,3,10,7,0,2,10,5
"197",1,45,1,4,3,3,2,1,2,2,3,5,3,4,9526,0,1,11,3,4,16,2,2,15,1,0,9,2,5
"198",1,45,4,3,3,3,2,1,2,2,3,5,3,4,9526,3,1,21,4,4,8,3,2,2,2,0,2,8,5
"199",1,47,4,4,3,3,2,1,2,2,3,5,3,4,9526,1,3,11,3,3,20,3,3,20,8,3,8,2,5
"200",1,36,4,3,27,3,4,3,2,3,2,1,3,2,5237,6,1,13,3,2,17,3,2,7,7,7,7,10,4
"201",1,36,4,1,13,3,1,1,2,3,2,1,3,2,5237,6,1,13,3,2,17,3,2,7,7,7,7,10,4
"202",1,36,4,1,13,3,4,1,2,3,2,1,3,2,5237,0,1,13,3,2,17,3,2,7,7,7,7,10,4
"203",1,36,4,3,27,3,6,3,2,3,2,1,3,2,5237,0,1,13,3,2,17,3,2,7,7,7,7,10,4
"204",1,36,4,3,27,3,4,3,2,3,2,1,3,2,5237,6,1,13,3,2,17,3,2,7,7,7,7,10,4
"205",1,36,4,1,13,3,1,1,2,3,2,1,3,2,5237,6,1,13,3,2,17,3,2,7,7,7,7,10,4
"206",1,36,4,1,13,3,4,1,2,3,2,1,3,2,5237,0,1,13,3,2,17,3,2,7,7,7,7,10,4
"207",1,36,4,3,27,3,6,3,2,3,2,1,3,2,5237,0,1,13,3,2,17,3,2,7,7,7,7,10,4
"208",1,36,4,3,27,3,4,3,2,3,2,1,3,2,5237,6,1,13,3,2,17,3,2,7,7,7,7,10,4
"209",1,36,4,3,27,3,4,2,1,4,1,3,4,2,3038,3,1,12,3,2,5,3,3,1,0,0,0,10,3
"210",1,34,4,3,6,4,5,3,2,3,2,1,3,2,5237,1,1,14,3,3,16,3,3,16,13,2,10,3,4
"211",2,26,4,4,4,4,3,3,2,3,2,1,3,2,5237,1,3,12,3,2,8,0,3,8,7,7,4,2,4
"212",1,36,4,3,27,3,4,2,2,2,3,7,3,2,11935,1,1,18,3,3,10,2,3,10,2,0,7,1,5
"213",1,35,4,3,25,2,5,3,2,3,2,1,3,2,5237,4,1,14,3,4,9,3,3,3,2,0,2,5,4
"214",1,36,4,1,13,3,1,1,2,3,2,1,3,2,5237,6,1,13,3,2,17,3,2,7,7,7,7,10,4
"215",1,38,4,3,25,2,2,3,2,3,2,1,3,2,5237,1,1,13,3,1,10,1,3,10,7,0,9,2,4
"216",1,44,4,3,20,3,2,3,2,3,2,1,3,2,5237,2,3,17,3,1,10,3,3,8,7,0,7,8,4
"217",1,36,4,1,13,3,4,1,2,3,2,1,3,2,5237,0,1,13,3,2,17,3,2,7,7,7,7,10,4
"218",1,36,4,3,27,3,6,3,2,3,2,1,3,2,5237,0,1,13,3,2,17,3,2,7,7,7,7,10,4
